Date,Feature_S,Feature_T,MAS1_2,MAS1_3,MAS1_4,MAS1_5,MAT_2,MAT_3,Match,MACD_S1,MACD_S12,MACD_T1,MACD_T2,MAa_1_S,MAa_2_S,MAa_1_T,MAa_2_T,BIAS3_S1,BIAS3_T,BIAS3_T2,BIAS3_T3,SMR_20_US
5/13/2011,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_0,BIAS_S_4_0,Rise
5/20/2011,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_1,MAC3_0,MAC4_0,MAC5_0,MAS2_1,MAS3_0,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_0,MAaC2_1,MAaS4_0,MAaS2_1,BIAS_C_2_0,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
5/27/2011,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_0,MAC5_0,MAS2_1,MAS3_1,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_0,MAaC2_1,MAaS4_0,MAaS2_1,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
6/3/2011,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_0,MAS2_1,MAS3_1,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_1,MAaS2_1,BIAS_C_2_0,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
6/10/2011,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_1,MAS2_1,MAS3_1,Same,MACD0_C23,MACD1_C45,MACD0_S23,MACD1_S45,MAaC4_1,MAaC2_0,MAaS4_1,MAaS2_1,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_1,Down
6/17/2011,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_1,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
6/24/2011,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
7/1/2011,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Diff,MACD1_C23,MACD0_C45,MACD1_S23,MACD0_S45,MAaC4_0,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
7/8/2011,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_0,MAC5_0,MAS2_1,MAS3_0,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_0,MAaC2_1,MAaS4_0,MAaS2_1,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
7/15/2011,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_1,MAC5_0,MAS2_1,MAS3_1,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_0,MAaS2_1,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_1,BIAS_S_4_1,Down
7/22/2011,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_1,MAS3_1,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_1,MAaS2_1,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
7/29/2011,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_0,MAC3_0,MAC4_1,MAC5_1,MAS2_1,MAS3_1,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_1,MAaS2_1,BIAS_C_2_0,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
8/5/2011,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_1,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_1,MAaS2_1,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
8/12/2011,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_1,MAaS2_0,BIAS_C_2_0,BIAS_S_2_1,BIAS_S_3_0,BIAS_S_4_0,Rise
8/19/2011,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
8/26/2011,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD1_C23,MACD0_C45,MACD1_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_0,BIAS_S_4_0,Rise
9/2/2011,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_0,MAC5_0,MAS2_1,MAS3_1,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_0,MAaC2_1,MAaS4_0,MAaS2_1,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
9/9/2011,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_1,MAS3_1,Diff,MACD0_C23,MACD1_C45,MACD0_S23,MACD1_S45,MAaC4_0,MAaC2_1,MAaS4_0,MAaS2_1,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_1,BIAS_S_4_1,Down
9/16/2011,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_0,MAS3_0,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_1,MAaC2_1,MAaS4_1,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
9/23/2011,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_1,MAaC2_0,MAaS4_1,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
9/30/2011,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
10/7/2011,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD1_C23,MACD0_C45,MACD1_S23,MACD0_S45,MAaC4_0,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_0,BIAS_S_4_0,Rise
10/14/2011,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_0,MAC5_0,MAS2_1,MAS3_0,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_0,MAaC2_1,MAaS4_0,MAaS2_1,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_1,BIAS_S_4_0,Rise
10/21/2011,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_1,MAC5_0,MAS2_0,MAS3_0,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_1,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
10/28/2011,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_0,MAS3_0,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_0,BIAS_S_4_0,Rise
11/4/2011,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_0,MAS3_0,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_1,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
11/11/2011,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_0,MAS3_0,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_1,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
11/18/2011,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_0,MAS3_0,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_1,BIAS_S_3_0,BIAS_S_4_0,Rise
11/25/2011,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_1,MAC4_1,MAC5_1,MAS2_1,MAS3_0,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_0,MAaS4_0,MAaS2_1,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
12/2/2011,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_0,MAS3_1,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
12/9/2011,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_1,MAS3_1,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_0,MAaC2_1,MAaS4_1,MAaS2_1,BIAS_C_2_0,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
12/16/2011,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_1,Same,MACD0_C23,MACD1_C45,MACD0_S23,MACD1_S45,MAaC4_1,MAaC2_0,MAaS4_0,MAaS2_1,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
12/23/2011,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_0,MAC4_1,MAC5_1,MAS2_0,MAS3_1,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_0,MAaS4_1,MAaS2_0,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
12/30/2011,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_1,MAC3_0,MAC4_0,MAC5_1,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_1,MAaS4_0,MAaS2_1,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
1/6/2012,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_0,MAS3_0,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_0,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
1/13/2012,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_0,MAC3_0,MAC4_1,MAC5_0,MAS2_1,MAS3_0,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_1,MAaS2_1,BIAS_C_2_0,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
1/20/2012,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_0,MAC3_0,MAC4_0,MAC5_1,MAS2_1,MAS3_1,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_0,MAaC2_0,MAaS4_1,MAaS2_1,BIAS_C_2_0,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
1/27/2012,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_0,MAC4_1,MAC5_0,MAS2_1,MAS3_1,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_1,MAaS2_1,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
2/3/2012,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_1,MAS3_1,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_1,MAaS4_1,MAaS2_1,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_1,Down
2/10/2012,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_0,MAC3_1,MAC4_0,MAC5_0,MAS2_0,MAS3_1,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_1,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
2/17/2012,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_0,MAS3_0,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_1,MAaC2_1,MAaS4_1,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
2/24/2012,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_1,MAS3_1,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_0,MAaS2_1,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
3/2/2012,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_1,MAS3_1,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_1,MAaC2_1,MAaS4_1,MAaS2_1,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_1,BIAS_S_4_1,Rise
3/9/2012,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_0,MAC3_1,MAC4_1,MAC5_1,MAS2_0,MAS3_1,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_1,MAaC2_0,MAaS4_1,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
3/16/2012,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_1,MAC3_0,MAC4_1,MAC5_1,MAS2_0,MAS3_0,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_1,MAaC2_1,MAaS4_1,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Rise
3/23/2012,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_1,MAC4_0,MAC5_1,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
3/30/2012,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Diff,MACD1_C23,MACD0_C45,MACD1_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_1,BIAS_S_3_0,BIAS_S_4_0,Rise
4/6/2012,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_1,MAS3_0,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_1,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
4/13/2012,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
4/20/2012,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_0,MAC3_1,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
4/27/2012,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_0,MAS2_0,MAS3_0,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_0,BIAS_S_4_0,Rise
5/4/2012,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_1,MAS3_0,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_1,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
5/11/2012,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
5/18/2012,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
5/25/2012,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD1_C23,MACD0_C45,MACD1_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
6/1/2012,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD1_C23,MACD0_C45,MACD1_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
6/8/2012,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
6/15/2012,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_1,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_0,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_1,BIAS_S_3_0,BIAS_S_4_0,Rise
6/22/2012,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_1,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
6/29/2012,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_1,MAC5_0,MAS2_0,MAS3_0,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
7/6/2012,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_1,MAS3_1,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_0,MAaC2_1,MAaS4_1,MAaS2_1,BIAS_C_2_0,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
7/13/2012,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_1,MAS3_1,Diff,MACD0_C23,MACD1_C45,MACD0_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_0,MAaS2_1,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_1,BIAS_S_4_1,Down
7/20/2012,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_0,MAS3_1,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_1,MAaS2_0,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_0,BIAS_S_4_1,Rise
7/27/2012,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_1,MAaC2_1,MAaS4_1,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
8/3/2012,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_0,MAC3_1,MAC4_1,MAC5_1,MAS2_0,MAS3_0,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_1,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
8/10/2012,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_0,MAS3_0,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_1,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
8/17/2012,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_0,MAS3_0,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_1,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
8/24/2012,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_0,MAS3_0,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_1,BIAS_S_3_0,BIAS_S_4_0,Rise
8/31/2012,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_1,MAS3_0,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_0,MAaS2_1,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_1,BIAS_S_4_0,Rise
9/7/2012,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_1,MAS3_1,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_0,MAaS2_1,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_1,BIAS_S_4_1,Rise
9/14/2012,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_1,MAS3_1,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_1,MAaS2_1,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
9/21/2012,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_1,MAS3_1,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_0,MAaS4_1,MAaS2_1,BIAS_C_2_0,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
